State,Year,Quarter,District,Total_Registered_User,Total_App_open,Latitude,Longitude,Region
Andaman and Nicobar Islands,2018,1,North and Middle Andaman,632,632,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2018,2,North and Middle Andaman,911,911,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2018,3,North and Middle Andaman,1208,1208,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2018,4,North and Middle Andaman,1553,1553,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2019,1,North and Middle Andaman,2013,2013,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2019,2,North and Middle Andaman,2417,2417,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2019,3,North and Middle Andaman,2662,2662,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2019,4,North and Middle Andaman,2955,2955,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2020,1,North and Middle Andaman,3315,3315,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2020,2,North and Middle Andaman,4100,4100,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2020,3,North and Middle Andaman,5355,5355,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2020,4,North and Middle Andaman,7076,7076,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2021,1,North and Middle Andaman,7833,7833,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2021,2,North and Middle Andaman,8493,8493,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2021,3,North and Middle Andaman,9263,9263,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2021,4,North and Middle Andaman,10002,10002,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2022,1,North and Middle Andaman,10720,10720,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2022,2,North and Middle Andaman,11379,11379,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2022,3,North and Middle Andaman,11897,11897,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2022,4,North and Middle Andaman,12361,12361,11.55482845,92.23849,Southern Region
Andaman and Nicobar Islands,2018,1,South Andaman,5846,5846,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,2,South Andaman,8143,8143,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,3,South Andaman,10474,10474,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,4,South Andaman,13133,13133,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,1,South Andaman,15961,15961,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,2,South Andaman,18621,18621,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,3,South Andaman,20518,20518,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,4,South Andaman,22202,22202,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,1,South Andaman,24174,24174,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,2,South Andaman,27626,27626,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,3,South Andaman,34833,34833,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,4,South Andaman,43908,43908,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,1,South Andaman,48352,48352,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,2,South Andaman,51903,51903,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,3,South Andaman,55873,55873,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,4,South Andaman,59807,59807,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,1,South Andaman,63487,63487,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,2,South Andaman,66959,66959,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,3,South Andaman,70445,70445,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,4,South Andaman,73692,73692,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,1,Nicobars,262,262,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,2,Nicobars,351,351,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,3,Nicobars,467,467,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2018,4,Nicobars,536,536,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,1,Nicobars,622,622,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,2,Nicobars,693,693,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,3,Nicobars,751,751,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2019,4,Nicobars,803,803,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,1,Nicobars,879,879,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,2,Nicobars,984,984,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,3,Nicobars,1147,1147,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2020,4,Nicobars,1412,1412,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,1,Nicobars,1573,1573,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,2,Nicobars,1699,1699,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,3,Nicobars,1846,1846,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2021,4,Nicobars,1971,1971,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,1,Nicobars,2081,2081,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,2,Nicobars,2192,2192,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,3,Nicobars,2300,2300,10.7056905,92.4874679,Southern Region
Andaman and Nicobar Islands,2022,4,Nicobars,2389,2389,10.7056905,92.4874679,Southern Region
Andhra Pradesh,2018,1,East Godavari,350356,350356,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,2,East Godavari,454398,454398,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,3,East Godavari,558982,558982,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,4,East Godavari,694455,694455,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,East Godavari,839277,839277,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,East Godavari,945181,945181,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,East Godavari,1057167,1057167,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,East Godavari,1195228,1195228,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,East Godavari,1329664,1329664,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,East Godavari,1459116,1459116,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,East Godavari,1601940,1601940,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,East Godavari,1746280,1746280,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,East Godavari,1878769,1878769,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,East Godavari,2006272,2006272,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,East Godavari,2150622,2150622,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,East Godavari,2294347,2294347,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,East Godavari,2432305,2432305,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,2,East Godavari,2564165,2564165,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,3,East Godavari,2702234,2702234,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,4,East Godavari,2835087,2835087,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,1,Srikakulam,143839,143839,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,2,Srikakulam,186913,186913,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,3,Srikakulam,228456,228456,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,4,Srikakulam,284874,284874,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Srikakulam,345775,345775,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Srikakulam,392764,392764,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Srikakulam,437939,437939,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Srikakulam,496266,496266,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Srikakulam,552007,552007,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Srikakulam,608002,608002,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Srikakulam,667858,667858,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Srikakulam,726761,726761,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Srikakulam,782604,782604,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Srikakulam,837958,837958,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Srikakulam,902008,902008,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Srikakulam,965335,965335,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Srikakulam,1027283,1027283,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,2,Srikakulam,1086164,1086164,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,3,Srikakulam,1147016,1147016,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,4,Srikakulam,1204785,1204785,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,1,Visakhapatnam,497187,497187,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,2,Visakhapatnam,636052,636052,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,3,Visakhapatnam,769096,769096,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Visakhapatnam,978288,978288,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Visakhapatnam,1174517,1174517,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Visakhapatnam,1318740,1318740,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Visakhapatnam,1460464,1460464,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Visakhapatnam,1620235,1620235,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Visakhapatnam,1763581,1763581,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Visakhapatnam,1904719,1904719,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Visakhapatnam,2058346,2058346,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Visakhapatnam,2209658,2209658,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Visakhapatnam,2368081,2368081,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Visakhapatnam,2526830,2526830,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Visakhapatnam,2707931,2707931,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Visakhapatnam,2888774,2888774,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Visakhapatnam,3061324,3061324,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Visakhapatnam,3226029,3226029,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,3,Visakhapatnam,3397514,3397514,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,4,Visakhapatnam,3566854,3566854,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,1,Prakasam,189949,189949,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,2,Prakasam,253458,253458,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,3,Prakasam,314899,314899,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,4,Prakasam,394962,394962,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,1,Prakasam,474260,474260,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,2,Prakasam,539462,539462,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,3,Prakasam,598568,598568,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,4,Prakasam,673522,673522,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,1,Prakasam,748655,748655,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,2,Prakasam,830709,830709,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,3,Prakasam,915240,915240,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,4,Prakasam,999462,999462,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,1,Prakasam,1075936,1075936,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,2,Prakasam,1151232,1151232,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,3,Prakasam,1239147,1239147,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,4,Prakasam,1325728,1325728,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,1,Prakasam,1408929,1408929,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,2,Prakasam,1487589,1487589,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,3,Prakasam,1567520,1567520,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,4,Prakasam,1642503,1642503,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,1,Anantapur,241192,241192,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,2,Anantapur,326383,326383,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,3,Anantapur,405855,405855,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,4,Anantapur,510892,510892,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,1,Anantapur,612162,612162,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,2,Anantapur,695114,695114,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,3,Anantapur,773656,773656,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2019,4,Anantapur,873033,873033,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,1,Anantapur,971850,971850,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,2,Anantapur,1076953,1076953,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,3,Anantapur,1186851,1186851,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2020,4,Anantapur,1295872,1295872,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,1,Anantapur,1394849,1394849,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,2,Anantapur,1492738,1492738,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,3,Anantapur,1606735,1606735,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2021,4,Anantapur,1719437,1719437,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,1,Anantapur,1827094,1827094,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,2,Anantapur,1928213,1928213,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,3,Anantapur,2030824,2030824,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,4,Anantapur,2128066,2128066,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2018,1,Kurnool,240133,240133,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,2,Kurnool,319313,319313,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,3,Kurnool,394311,394311,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,4,Kurnool,498582,498582,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,1,Kurnool,599422,599422,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,2,Kurnool,680118,680118,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,3,Kurnool,755024,755024,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,4,Kurnool,846885,846885,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,1,Kurnool,936293,936293,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,2,Kurnool,1035093,1035093,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,3,Kurnool,1132240,1132240,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,4,Kurnool,1230466,1230466,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,1,Kurnool,1323411,1323411,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,2,Kurnool,1415585,1415585,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,3,Kurnool,1522196,1522196,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,4,Kurnool,1628242,1628242,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,1,Kurnool,1729513,1729513,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,2,Kurnool,1825280,1825280,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,3,Kurnool,1924127,1924127,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,4,Kurnool,2018290,2018290,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,1,Guntur,317065,317065,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,2,Guntur,420326,420326,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,3,Guntur,518931,518931,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,4,Guntur,659552,659552,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,Guntur,802394,802394,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,Guntur,915256,915256,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,Guntur,1026418,1026418,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,Guntur,1158708,1158708,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,Guntur,1289678,1289678,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,Guntur,1426271,1426271,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,Guntur,1567595,1567595,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,Guntur,1712940,1712940,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,Guntur,1843237,1843237,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,Guntur,1968681,1968681,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,Guntur,2110878,2110878,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,Guntur,2252443,2252443,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,Guntur,2387051,2387051,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,Guntur,2514794,2514794,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,3,Guntur,2647100,2647100,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,4,Guntur,2774365,2774365,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,1,Krishna,323673,323673,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,2,Krishna,431965,431965,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,3,Krishna,537086,537086,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,4,Krishna,682479,682479,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,1,Krishna,833694,833694,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,2,Krishna,952300,952300,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,3,Krishna,1066546,1066546,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,4,Krishna,1199971,1199971,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,1,Krishna,1331602,1331602,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,2,Krishna,1459041,1459041,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,3,Krishna,1599289,1599289,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,4,Krishna,1744028,1744028,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,1,Krishna,1876458,1876458,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,2,Krishna,2002662,2002662,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,3,Krishna,2145423,2145423,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,4,Krishna,2288148,2288148,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,1,Krishna,2423373,2423373,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,2,Krishna,2552107,2552107,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,3,Krishna,2685215,2685215,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,4,Krishna,2813645,2813645,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,1,Spsr Nellore,194475,194475,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2018,2,Spsr Nellore,261049,261049,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2018,3,Spsr Nellore,322446,322446,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2018,4,Spsr Nellore,407495,407495,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2019,1,Spsr Nellore,491908,491908,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2019,2,Spsr Nellore,558303,558303,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2019,3,Spsr Nellore,619592,619592,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2019,4,Spsr Nellore,697154,697154,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2020,1,Spsr Nellore,775440,775440,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2020,2,Spsr Nellore,854459,854459,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2020,3,Spsr Nellore,937176,937176,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2020,4,Spsr Nellore,1022944,1022944,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2021,1,Spsr Nellore,1100541,1100541,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2021,2,Spsr Nellore,1176334,1176334,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2021,3,Spsr Nellore,1263550,1263550,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2021,4,Spsr Nellore,1349290,1349290,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,1,Spsr Nellore,1431664,1431664,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,2,Spsr Nellore,1509927,1509927,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,3,Spsr Nellore,1588875,1588875,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,4,Spsr Nellore,1663684,1663684,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2018,1,Vizianagaram,128905,128905,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,2,Vizianagaram,167327,167327,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,3,Vizianagaram,203655,203655,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Vizianagaram,257824,257824,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Vizianagaram,313334,313334,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Vizianagaram,355058,355058,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Vizianagaram,394375,394375,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Vizianagaram,443810,443810,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Vizianagaram,490683,490683,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Vizianagaram,537798,537798,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Vizianagaram,587784,587784,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Vizianagaram,634462,634462,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Vizianagaram,681621,681621,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Vizianagaram,729509,729509,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Vizianagaram,784444,784444,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Vizianagaram,839606,839606,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Vizianagaram,892889,892889,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Vizianagaram,943242,943242,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,3,Vizianagaram,995141,995141,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,4,Vizianagaram,1044490,1044490,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,1,Ysr,186800,186800,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,2,Ysr,248657,248657,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,3,Ysr,308391,308391,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,4,Ysr,387058,387058,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,1,Ysr,460590,460590,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,2,Ysr,519031,519031,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,3,Ysr,574109,574109,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,4,Ysr,646642,646642,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,1,Ysr,717865,717865,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,2,Ysr,796769,796769,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,3,Ysr,877909,877909,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,4,Ysr,959182,959182,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,1,Ysr,1032689,1032689,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,2,Ysr,1103004,1103004,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,3,Ysr,1183377,1183377,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,4,Ysr,1262963,1262963,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,1,Ysr,1339782,1339782,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,2,Ysr,1412848,1412848,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,3,Ysr,1487140,1487140,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,4,Ysr,1556901,1556901,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,1,West Godavari,213335,213335,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,2,West Godavari,282393,282393,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,3,West Godavari,349782,349782,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,4,West Godavari,435668,435668,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,1,West Godavari,523372,523372,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,2,West Godavari,592185,592185,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,3,West Godavari,662102,662102,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,4,West Godavari,750078,750078,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,1,West Godavari,843835,843835,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,2,West Godavari,944829,944829,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,3,West Godavari,1053674,1053674,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,4,West Godavari,1163179,1163179,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,1,West Godavari,1254117,1254117,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,2,West Godavari,1339377,1339377,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,3,West Godavari,1436576,1436576,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,4,West Godavari,1532898,1532898,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,1,West Godavari,1626039,1626039,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,2,West Godavari,1714357,1714357,16.9550574,81.4530037,Southern Region
